q_no,response_no,q_text,q_responses,q_weighting,indicator,output_name,type_f_b,rough_percent_contribution,dependancies,checked
OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked).",0,KMH,Fish19,Function,NA,NA,1
OF26,OF26_1,Degree Days Index,numeric,NA,KMH,GrowDays19,Function,NA,NA,1
OF31,OF31_1,Road Density within 2km of the AA,< 0.12 km/km2,2,KMH,RdDens19,Function,NA,NA,1
OF31,OF31_2,Road Density within 2km of the AA,0.12 – 0.30 km/km2,1,KMH,RdDens19,Function,NA,NA,1
OF31,OF31_3,Road Density within 2km of the AA,> 0.30 km/km2,0,KMH,RdDens19,Function,NA,NA,1
OF32,OF32_1,Intactness of landscape within 2km,<5%.,0,KMH,Intact19,Function,NA,NA,1
OF32,OF32_2,Intactness of landscape within 2km,5 to 30%.,1,KMH,Intact19,Function,NA,NA,1
OF32,OF32_3,Intactness of landscape within 2km,30 to 60%.,3,KMH,Intact19,Function,NA,NA,1
OF32,OF32_4,Intactness of landscape within 2km,60 to 90%.,4,KMH,Intact19,Function,NA,NA,1
OF32,OF32_5,Intactness of landscape within 2km,>90%,5,KMH,Intact19,Function,NA,NA,1
OF33,OF33_1,Mature and Old Growth Forest within 2km,<5%.,0,KMH,OldGro19,Function,NA,NA,1
OF33,OF33_2,Mature and Old Growth Forest within 2km,5 to 30%.,2,KMH,OldGro19,Function,NA,NA,1
OF33,OF33_3,Mature and Old Growth Forest within 2km,30 to 60%.,3,KMH,OldGro19,Function,NA,NA,1
OF33,OF33_4,Mature and Old Growth Forest within 2km,60 to 90%.,4,KMH,OldGro19,Function,NA,NA,1
OF33,OF33_5,Mature and Old Growth Forest within 2km,>90%,6,KMH,OldGro19,Function,NA,NA,1
OF36,OF36_1,Number of Land Cover types in the AA + 100m buffer,1,0,KMH,CoverDiv19,Function,NA,NA,1
OF36,OF36_2,Number of Land Cover types in the AA + 100m buffer,2,2,KMH,CoverDiv19,Function,NA,NA,1
OF36,OF36_3,Number of Land Cover types in the AA + 100m buffer,3 or 4,3,KMH,CoverDiv19,Function,NA,NA,1
OF36,OF36_4,Number of Land Cover types in the AA + 100m buffer,>4,4,KMH,CoverDiv19,Function,NA,NA,1
OF38,OF38_1,Deciduous within the AA plus 100m buffer,<0.06 (<6%),0,KMH,Decid19,Function,NA,NA,1
OF38,OF38_2,Deciduous within the AA plus 100m buffer,0.06 - 0.20,2,KMH,Decid19,Function,NA,NA,1
OF38,OF38_3,Deciduous within the AA plus 100m buffer,0.21 - 0.39,3,KMH,Decid19,Function,NA,NA,1
OF38,OF38_4,Deciduous within the AA plus 100m buffer,0.40 - 0.66,4,KMH,Decid19,Function,NA,NA,1
OF38,OF38_5,Deciduous within the AA plus 100m buffer,>0.66,6,KMH,Decid19,Function,NA,NA,1
OF39,OF39_1,Closed Coniferous Within the AA plus 100m buffer,<0.20 (<20%),0,KMH,Conif19,Function,NA,NA,1
OF39,OF39_2,Closed Coniferous Within the AA plus 100m buffer,0.20 - 0.47,1,KMH,Conif19,Function,NA,NA,1
OF39,OF39_3,Closed Coniferous Within the AA plus 100m buffer,0.48 - 0.69,2,KMH,Conif19,Function,NA,NA,1
OF39,OF39_4,Closed Coniferous Within the AA plus 100m buffer,0.70 - 0.90,3,KMH,Conif19,Function,NA,NA,1
OF39,OF39_5,Closed Coniferous Within the AA plus 100m buffer,>0.90,4,KMH,Conif19,Function,NA,NA,1
F1,?????,Vegetation Height and Form Diversity,coniferous (including tamarack) taller than 3 meters.,NA,KMH,WoodTyp19,Function,NA,responses split into subquestions,1
F1,?????,Vegetation Height and Form Diversity,deciduous taller than 3 m,NA,KMH,DecidOn19,Function,NA,NA,1
F1,?????,Vegetation Height and Form Diversity,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",NA,KMH,ConifOn19,Function,NA,NA,1
F1,?????,Vegetation Height and Form Diversity,deciduous 1-3 m tall,NA,KMH,HerbCov19,Function,NA,NA,1
F2,F2_A1,Height Class Interspersion,A1. The two height classes are scattered and intermixed throughout nearly all of the vegetated AA.,2,KMH,WoodyHtMix19,Function,NA,NA,1
F2,F2_A2,Height Class Interspersion,"A2. Not A1.  The two height classes are mostly in separate zones or bands, or in proportionately large clumps, though some intermixing occurs.",1,KMH,WoodyHtMix19,Function,NA,NA,1
F2,F2_B1,Height Class Interspersion,B1. The two height classes are scattered and intermixed throughout nearly all of the vegetated AA.,4,KMH,WoodyHtMix19,Function,NA,NA,1
F2,F2_B2,Height Class Interspersion,"B2. Not B1.  The two height classes are mostly in separate zones or bands, or in proportionately large clumps, though some intermixing occurs. Or the AA contains almost entirely one height class, uniformly distributed.",3,KMH,WoodyHtMix19,Function,NA,NA,1
F5,F5_1,Tall Willow Cover,<1% or none.,0,KMH,Willow19,Function,NA,NA,1
F5,F5_2,Tall Willow Cover,"1-25% of the vegetated cover, in the AA or along its water edge (whichever has more).",2,KMH,Willow19,Function,NA,NA,1
F5,F5_3,Tall Willow Cover,"25-50% of the vegetated cover, in the AA or along its water edge (whichever has more).",3,KMH,Willow19,Function,NA,NA,1
F5,F5_4,Tall Willow Cover,"50-75% of the vegetated cover, in the AA or along its water edge (whichever has more).",4,KMH,Willow19,Function,NA,NA,1
F5,F5_5,Tall Willow Cover,">75% of the vegetated cover, in the AA or along its water edge (whichever has more).",5,KMH,Willow19,Function,NA,NA,1
F7,F7_1,Berry-producing Shrubs,<5% of the vegetated part of the AA.,0,KMH,Berries19,Function,NA,NA,1
F7,F7_2,Berry-producing Shrubs,5-25% of the vegetated part of the AA.,2,KMH,Berries19,Function,NA,NA,1
F7,F7_3,Berry-producing Shrubs,25-50% of the vegetated part of the AA.,3,KMH,Berries19,Function,NA,NA,1
F7,F7_4,Berry-producing Shrubs,50-95% of the vegetated part of the AA.,4,KMH,Berries19,Function,NA,NA,1
F7,F7_5,Berry-producing Shrubs,>95% of the vegetated part of the AA.,5,KMH,Berries19,Function,NA,NA,1
F10,F10_1,Dense Moss Extent,<5% of the vegetated part of the AA.,0,KMH,Moss19,Function,NA,NA,1
F10,F10_2,Dense Moss Extent,5-25% of the vegetated part of the AA.,2,KMH,Moss19,Function,NA,NA,1
F10,F10_3,Dense Moss Extent,25-50% of the vegetated part of the AA.,3,KMH,Moss19,Function,NA,NA,1
F10,F10_4,Dense Moss Extent,50-95% of the vegetated part of the AA.,4,KMH,Moss19,Function,NA,NA,1
F10,F10_5,Dense Moss Extent,>95% of the vegetated part of the AA.,5,KMH,Moss19,Function,NA,NA,1
F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).",0,KMH,PermWat12,Function,NA,NA,1
F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years.",0,KMH,PermWat12,Function,NA,NA,1
F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,1,KMH,PermWat12,Function,NA,NA,1
F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,3,KMH,PermWat12,Function,NA,NA,1
F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,4,KMH,PermWat12,Function,NA,NA,1
F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,4,KMH,PermWat12,Function,NA,NA,1
F23,F23_1,Lacustrine Wetland,numeric,NA,KMH,Lake19,Function,NA,AllSat1,1
F26,F26_1,Predominant Depth Class,<10 cm deep (but >0).,0,KMH,DepthDom19,Function,NA,AllSat1,1
F26,F26_2,Predominant Depth Class,10 - 50 cm deep.,1,KMH,DepthDom19,Function,NA,AllSat1,1
F26,F26_3,Predominant Depth Class,0.5 - 1 m deep.,2,KMH,DepthDom19,Function,NA,AllSat1,1
F26,F26_4,Predominant Depth Class,1 - 2 m deep.,3,KMH,DepthDom19,Function,NA,AllSat1,1
F26,F26_5,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,2,KMH,DepthDom19,Function,NA,AllSat1,1
F25,F25_1,Surface Water Fluctuation Range,<10 cm change (stable or nearly so).,4,KMH,Fluct19,Function,NA,AllSat1,1
F25,F25_2,Surface Water Fluctuation Range,10 cm - 50 cm change.,4,KMH,Fluct19,Function,NA,AllSat1,1
F25,F25_3,Surface Water Fluctuation Range,0.5 - 1 m change.,3,KMH,Fluct19,Function,NA,AllSat1,1
F25,F25_4,Surface Water Fluctuation Range,1-2 m change.,1,KMH,Fluct19,Function,NA,AllSat1,1
F25,F25_5,Surface Water Fluctuation Range,>2 m change.,0,KMH,Fluct19,Function,NA,AllSat1,1
F29,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none",0,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F29,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,0,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F29,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,1,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F29,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,3,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F29,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,4,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F29,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,6,KMH,DeepPond19a,Function,NA,"AllSat1, NoPond",1
F33,F33_1,Distance from Open Water to Upland (Vegetated Width),<1 m.,0,KMH,Vwidth19,Function,NA,AllSat1,1
F33,F33_2,Distance from Open Water to Upland (Vegetated Width),1 - 9 m.,1,KMH,Vwidth19,Function,NA,AllSat1,1
F33,F33_3,Distance from Open Water to Upland (Vegetated Width),10 - 29 m.,2,KMH,Vwidth19,Function,NA,AllSat1,1
F33,F33_4,Distance from Open Water to Upland (Vegetated Width),30 - 49 m.,3,KMH,Vwidth19,Function,NA,AllSat1,1
F33,F33_5,Distance from Open Water to Upland (Vegetated Width),50 - 100 m.,4,KMH,Vwidth19,Function,NA,AllSat1,1
F33,F33_6,Distance from Open Water to Upland (Vegetated Width),"> 100 m, or open water is absent at that time.",6,KMH,Vwidth19,Function,NA,AllSat1,1
F34,F34_1,Distance from Open Water to Tall & Dense Woody Cover,<10 m.,6,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F34,F34_2,Distance from Open Water to Tall & Dense Woody Cover,10 - 30 m.,5,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F34,F34_3,Distance from Open Water to Tall & Dense Woody Cover,30 - 100 m.,4,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F34,F34_4,Distance from Open Water to Tall & Dense Woody Cover,100 - 200 m,3,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F34,F34_5,Distance from Open Water to Tall & Dense Woody Cover,200 - 500 m,2,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F34,F34_6,Distance from Open Water to Tall & Dense Woody Cover,> 500 m,0,KMH,DensCov19,Function,NA,"AllSat1, NoOW",1
F37,F37_1,Inundated Erect Vegetation,<1% of the AA.,0,KMH,Emerg19,Function,NA,AllSat1,1
F37,F37_2,Inundated Erect Vegetation,1-20% of the AA,3,KMH,Emerg19,Function,NA,AllSat1,1
F37,F37_3,Inundated Erect Vegetation,20 - 40% of the AA,4,KMH,Emerg19,Function,NA,AllSat1,1
F37,F37_4,Inundated Erect Vegetation,40 - 60% of the AA.,5,KMH,Emerg19,Function,NA,AllSat1,1
F37,F37_5,Inundated Erect Vegetation,60 - 90% of the AA,7,KMH,Emerg19,Function,NA,AllSat1,1
F37,F37_6,Inundated Erect Vegetation,">90%, of the AA.",6,KMH,Emerg19,Function,NA,AllSat1,1
F38,F38_1,Submerged & Floating-leaved Aquatics,"Are present, and are so extensive they choke most channels or open water areas in late summer",2,KMH,AqPlants19,Function,NA,AllSat1,1
F38,F38_2,Submerged & Floating-leaved Aquatics,"Are present, but not choking most channels or open water areas in late summer",1,KMH,AqPlants19,Function,NA,AllSat1,1
F38,F38_3,Submerged & Floating-leaved Aquatics,Absent or trace,0,KMH,AqPlants19,Function,NA,AllSat1,1
F48,F48_1,Beaver Probability,"Evident from direct observation or presence of gnawed limbs, dams, tracks, dens, lodges, or extensive stands of water-killed trees (snags).",3,KMH,Beavers19,Function,NA,NA,1
F48,F48_2,Beaver Probability,"Likely based on proximity to suitable habitat, which may include: (a) a persistent freshwater wetland, pond, or lake, or a perennial low or mid-gradient (<6%) channel, and (b) a corridor or multiple stands of hardwood trees and shrubs (>10 cm diameter) near surface water.",2,KMH,Beavers19,Function,NA,NA,1
F48,F48_3,Beaver Probability,"Unlikely because site characteristics above are deficient, and/or this is a settled area or other area where beaver are routinely removed.",0,KMH,Beavers19,Function,NA,NA,1
F49,F49_1,Disturbance in Wetland Buffer,Binary (0/1),NA,KMH,BuffAlt19,Function,NA,NA,1
F50,F50_1,Vegetated Buffer Along Perimeter,<5%.,5,KMH,BufferPct19,Function,NA,Disturb,1
F50,F50_2,Vegetated Buffer Along Perimeter,5 to <30%.,4,KMH,BufferPct19,Function,NA,Disturb,1
F50,F50_3,Vegetated Buffer Along Perimeter,30 to <60%.,3,KMH,BufferPct19,Function,NA,Disturb,1
F50,F50_4,Vegetated Buffer Along Perimeter,60 to 90%.,2,KMH,BufferPct19,Function,NA,Disturb,1
F50,F50_5,Vegetated Buffer Along Perimeter,">90%, or all the area within 30 m of the AA edge is other wetlands.",1,KMH,BufferPct19,Function,NA,Disturb,1
F55,F55_1,Fire History,"Burned within past 5 years, and >50% of wetland-upland perimeter or area apparently burned, and burned intensely.",0,KMH,Fire19,Function,NA,NA,1
F55,F55_2,Fire History,"Burned within past 5 years, and >50% of wetland-upland perimeter or area apparently burned, and burned lightly.",1,KMH,Fire19,Function,NA,NA,1
F55,F55_3,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned intensely.",4,KMH,Fire19,Function,NA,NA,1
F55,F55_4,Fire History,"Burned within past 5 years, and <50% of wetland-upland perimeter apparently burned, and burned lightly.",5,KMH,Fire19,Function,NA,NA,1
F55,F55_5,Fire History,Burned 6-10 years ago.,3,KMH,Fire19,Function,NA,NA,1
F55,F55_6,Fire History,Burned 11-30 years ago.,2,KMH,Fire19,Function,NA,NA,1
F55,F55_7,Fire History,"Burned >30 years ago, or no evidence of a burn and no data.",1,KMH,Fire19,Function,NA,NA,1
F58,review,Focal Species Present,response calculation,NA,KMH,Wildlife19,Function,NA,NA,check if used
S6,NA,Wildlife Disturbance Potential,calculated score,NA,KMH,Disturb19,Function,NA,NA,1
Z,NA,AP score,calculated score,NA,KMH,APPscore19,Function,NA,NA,1
OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),6,KMH,Water2k19v,Benefit,NA,NA,1
OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,5,KMH,Water2k19,Benefit,NA,NA,1
OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,4,KMH,Water2k19,Benefit,NA,NA,1
OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,3,KMH,Water2k19,Benefit,NA,NA,1
OF19,OF19_5,Wetland and Lakes within 2km,>0.34,2,KMH,Water2k19,Benefit,NA,NA,1
F57,F57_4,Consumptive Uses,Moose hunting,NA,KMH,Hunt19,Benefit,NA,NA,1
F57,F57_6,Consumptive Uses,Trapping of furbearers,NA,KMH,Hunt19,Benefit,NA,NA,1
Z,NA,AP score,calculated score,NA,RSB,APPscore14,Function,NA,NA,1
Z,NA,AP score,calculated score,NA,PD,APPscore15,Function,NA,NA,1
Z,NA,AP score,calculated score,NA,POL,PDscore16,Function,NA,NA,1
Z,NA,FH Score,calculated score,NA,CRI,FHscore17,Benefit,NA,NA,1
Z,NA,PD Score,calculated score,NA,RBS,PDscore14,Function,NA,NA,1
Z,NA,POL Score,calculated score,NA,PD,PollScore15,Benefit,NA,NA,1
F50,F50_1,Vegetated Buffer along Perimeter,<5%.,0,RSB,PerimPctPer14,Function,NA,Disturb,1
F50,F50_2,Vegetated Buffer along Perimeter,5 to 30%.,1,RSB,PerimPctPer14,Function,NA,Disturb,1
F50,F50_3,Vegetated Buffer along Perimeter,30 to 60%.,2,RSB,PerimPctPer14,Function,NA,Disturb,1
F50,F50_4,Vegetated Buffer along Perimeter,60 to 90%.,3,RSB,PerimPctPer14,Function,NA,Disturb,1
F50,F50_5,Vegetated Buffer along Perimeter,">90%, or all the area within 30 m of the AA edge is other wetlands.",4,RSB,PerimPctPer14,Function,NA,Disturb,1
F1,F1_1,Vegetation Height and Form Diversity,coniferous (including tamarack) taller than 3 meters.,2,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_2,Vegetation Height and Form Diversity,deciduous taller than 3 m,2,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_3,Vegetation Height and Form Diversity,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",1,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_4,Vegetation Height and Form Diversity,deciduous 1-3 m tall,1,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_5,Vegetation Height and Form Diversity,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",0,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_6,Vegetation Height and Form Diversity,"deciduous <1 m tall (e.g., deciduous tree seedlings)",0,Sens,WoodyPct18a,Sensitivity,NA,NA,1
F1,F1_1,Vegetation Height and Form Diversity,coniferous (including tamarack) taller than 3 meters.,0,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_2,Vegetation Height and Form Diversity,deciduous taller than 3 m,1,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_3,Vegetation Height and Form Diversity,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",2,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_4,Vegetation Height and Form Diversity,deciduous 1-3 m tall,3,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_5,Vegetation Height and Form Diversity,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",5,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_6,Vegetation Height and Form Diversity,"deciduous <1 m tall (e.g., deciduous tree seedlings)",7,RSB,WoodyRich14,Function,NA,NA,1
F1,F1_1,Vegetation Height and Form Diversity,coniferous (including tamarack) taller than 3 meters.,NA,PD,WoodyFormRich15,Function,NA,NA,1
F1,F1_2,Vegetation Height and Form Diversity,deciduous taller than 3 m,NA,PD,WoodyFormRich15,Function,NA,NA,1
F1,F1_3,Vegetation Height and Form Diversity,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",NA,PD,WoodyFormRich15,Function,NA,NA,1
F1,F1_4,Vegetation Height and Form Diversity,deciduous 1-3 m tall,NA,PD,WoodyFormRich15,Function,NA,NA,1
F1,F1_5,Vegetation Height and Form Diversity,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",NA,PD,WoodyFormRich15,Function,NA,NA,1
F1,F1_6,Vegetation Height and Form Diversity,"deciduous <1 m tall (e.g., deciduous tree seedlings)",NA,PD,WoodyFormRich15,Function,NA,NA,1
F10,F10_1,Dense Moss Extent,<5% of the vegetated part of the AA.,0,Sens,Moss18a,Sensitivity,NA,NA,1
F10,F10_2,Dense Moss Extent,5-25% of the vegetated part of the AA.,2,Sens,Moss18a,Sensitivity,NA,NA,1
F10,F10_3,Dense Moss Extent,25-50% of the vegetated part of the AA.,3,Sens,Moss18a,Sensitivity,NA,NA,1
F10,F10_4,Dense Moss Extent,50-95% of the vegetated part of the AA.,4,Sens,Moss18a,Sensitivity,NA,NA,1
F10,F10_5,Dense Moss Extent,>95% of the vegetated part of the AA.,5,Sens,Moss18a,Sensitivity,NA,NA,1
F10,F10_1,Dense Moss Extent,<5% of the vegetated part of the AA.,0,SFTS,Moss2,Function,NA,NA,1
F10,F10_2,Dense Moss Extent,5-25% of the vegetated part of the AA.,2,SFTS,Moss2,Function,NA,NA,1
F10,F10_3,Dense Moss Extent,25-50% of the vegetated part of the AA.,3,SFTS,Moss2,Function,NA,NA,1
F10,F10_4,Dense Moss Extent,50-95% of the vegetated part of the AA.,4,SFTS,Moss2,Function,NA,NA,1
F10,F10_5,Dense Moss Extent,>95% of the vegetated part of the AA.,5,SFTS,Moss2,Function,NA,NA,1
F11,F11_1,Forb Cover,<5% of the vegetated part of the AA.,0,RSB,ForbCov14,Function,NA,NA,1
F11,F11_2,Forb Cover,5-25% of the vegetated part of the AA.,2,RSB,ForbCov14,Function,NA,NA,1
F11,F11_3,Forb Cover,25-50% of the vegetated part of the AA.,3,RSB,ForbCov14,Function,NA,NA,1
F11,F11_4,Forb Cover,50-95% of the vegetated part of the AA.,4,RSB,ForbCov14,Function,NA,NA,1
F11,F11_5,Forb Cover,>95% of the vegetated part of the AA.,5,RSB,ForbCov14,Function,NA,NA,1
F11,F11_1,Forb Cover,<5% of the vegetated part of the AA.,0,PD,Forb15,Function,NA,NA,1
F11,F11_2,Forb Cover,5-25% of the vegetated part of the AA.,3,PD,Forb15,Function,NA,NA,1
F11,F11_3,Forb Cover,25-50% of the vegetated part of the AA.,2,PD,Forb15,Function,NA,NA,1
F11,F11_4,Forb Cover,50-95% of the vegetated part of the AA.,1,PD,Forb15,Function,NA,NA,1
F11,F11_5,Forb Cover,>95% of the vegetated part of the AA.,0,PD,Forb15,Function,NA,NA,1
F11,F11_1,Forb Cover,<5% of the vegetated part of the AA.,0,PD,Forb16,Function,NA,NA,1
F11,F11_2,Forb Cover,5-25% of the vegetated part of the AA.,2,PD,Forb16,Function,NA,NA,1
F11,F11_3,Forb Cover,25-50% of the vegetated part of the AA.,3,PD,Forb16,Function,NA,NA,1
F11,F11_4,Forb Cover,50-95% of the vegetated part of the AA.,4,PD,Forb16,Function,NA,NA,1
F11,F11_5,Forb Cover,>95% of the vegetated part of the AA.,5,PD,Forb16,Function,NA,NA,1
